log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
57,total of 1 ddr error(s) detected and corrected,exact,total of <*> ddr error(s) detected and corrected,0.9923,total of <*> ddr error(s) detected and corrected over <*> seconds,0.9209,total of 23 ddr error(s) detected and corrected,0.9086,48.45,162
58,"1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1",partial,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9661,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9305,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.8824,48.47,162
59,"CE sym 26, at 0x022c3fc0, mask 0x40",partial,CE sym <*> at <*> mask <*>,0.9656,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9136,"CE sym 27, at 0x11b3f3c0, mask <*>",0.9062,48.59,162
60,total of 4 ddr error(s) detected and corrected,partial,total of <*> ddr error(s) detected and corrected,0.9727,total of <*> ddr error(s) detected and corrected over <*> seconds,0.8993,total of 23 ddr error(s) detected and corrected,0.8985,48.37,162
61,"CE sym 27, at 0x166a9f20, mask 0x02",partial,CE sym <*> at <*> mask <*>,0.969,"CE sym 6, at <*> mask <*>",0.9471,"CE sym 16, at <*> mask <*>",0.9218,48.57,162
62,"CE sym 21, at 0x13d38aa0, mask 0x40",partial,CE sym <*> at <*> mask <*>,0.9559,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9346,"CE sym 21, at 0x04d64dc0, mask <*>",0.9246,48.44,162
63,"CE sym 15, at 0x0bde77e0, mask 0x04",partial,"CE sym 16, at <*> mask <*>",0.9649,"CE sym 4, at <*> mask <*>",0.9213,"CE sym 6, at <*> mask <*>",0.9154,48.55,162
64,"CE sym 16, at 0x0149a040, mask 0x80",partial,"CE sym 16, at <*> mask <*>",0.9755,"CE sym 6, at <*> mask <*>",0.9288,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9267,48.52,162
65,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:34903: Link has been severed,exact,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9923,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.8882,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8819,49.13,162
66,ciod: generated 128 core files for program /bgl/apps/SWL/stability/DDCMD//ddcMDbglV,partial,ciod: generated 128 core files for program <*>,0.9715,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,0.7763,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,0.7253,49.23,162
67,"CE sym 2, at 0x0fa3d060, mask 0x08",partial,"CE sym 6, at <*> mask <*>",0.9421,CE sym <*> at <*> mask <*>,0.8978,"CE sym 4, at <*> mask <*>",0.8941,48.57,162
68,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts,exact,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts,1.0,ciod: generated <*> core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,0.8265,ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,0.688,49.65,162
69,critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire,partial,critical input interrupt (unit=0x0b bit<*> warning for torus <*> wire<*> suppressing further interrupts of same type,0.9674,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.6947,critical input interrupt enable...0,0.6106,48.73,162
70,"CE sym 5, at 0x0e37bbe0, mask 0x40",partial,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9783,"CE sym 16, at <*> mask <*>",0.9256,"CE sym 6, at <*> mask <*>",0.925,48.63,162
71,"CE sym 4, at 0x18f28be0, mask 0x40",partial,"CE sym 4, at <*> mask <*>",0.9871,"CE sym 16, at <*> mask <*>",0.9298,"CE sym 6, at <*> mask <*>",0.9103,48.16,162
72,"CE sym 13, at 0x0397e0e0, mask 0x08",partial,"CE sym 6, at <*> mask <*>",0.9524,"CE sym 16, at <*> mask <*>",0.947,CE sym <*> at <*> mask <*>,0.9386,48.32,162
73,"CE sym 9, at 0x11b9cc60, mask 0x04",partial,"CE sym 6, at <*> mask <*>",0.9488,"CE sym 4, at <*> mask <*>",0.9126,"CE sym 16, at <*> mask <*>",0.9102,48.41,162
74,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied",partial,"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied",0.9437,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied",0.7269,"ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image, No such file or directory",0.7032,49.7,162
75,"CE sym 6, at 0x06ec7a20, mask 0x20",partial,"CE sym 6, at <*> mask <*>",0.964,CE sym <*> at <*> mask <*>,0.9204,"CE sym 5, at 0x0e37bbe0, mask <*>",0.909,48.4,162
76,ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,exact,ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,1.0,ciod: generated <*> core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,0.7829,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts,0.688,49.38,162
77,"CE sym 9, at 0x11f82720, mask 0x02",partial,"CE sym 6, at <*> mask <*>",0.9671,CE sym <*> at <*> mask <*>,0.9231,"CE sym 16, at <*> mask <*>",0.9168,48.79,162
78,"CE sym 6, at 0x0148b640, mask 0x10",partial,"CE sym 6, at <*> mask <*>",0.9597,CE sym <*> at <*> mask <*>,0.9047,"CE sym 16, at <*> mask <*>",0.8907,48.31,162
79,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",partial,"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied",0.9575,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied",0.7308,ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,0.7021,50.0,162
80,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:53591: Link has been severed,exact,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9913,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.8896,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8794,49.31,162
81,total of 2 ddr error(s) detected and corrected,partial,total of <*> ddr error(s) detected and corrected,0.9869,total of <*> ddr error(s) detected and corrected over <*> seconds,0.9121,total of 23 ddr error(s) detected and corrected,0.9115,48.13,162
82,"CE sym 20, at 0x0a508740, mask 0x02",partial,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9582,CE sym <*> at <*> mask <*>,0.936,"CE sym 16, at <*> mask <*>",0.9336,48.88,162
83,"CE sym 25, at 0x06c27c60, mask 0x40",partial,CE sym <*> at <*> mask <*>,0.9709,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9484,"CE sym 6, at <*> mask <*>",0.9132,48.35,162
84,total of 12 ddr error(s) detected and corrected,partial,total of <*> ddr error(s) detected and corrected,0.9588,total of 23 ddr error(s) detected and corrected,0.9041,total of <*> ddr error(s) detected and corrected over <*> seconds,0.891,48.23,162
85,"1 ddr errors(s) detected and corrected on rank 0, symbol 28, bit 0",partial,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9688,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9439,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.8991,48.42,162
86,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:57673: Link has been severed,exact,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9923,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.8852,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8807,49.21,162
87,"CE sym 5, at 0x13253280, mask 0x04",partial,"CE sym 6, at <*> mask <*>",0.9385,"CE sym 16, at <*> mask <*>",0.9363,"CE sym 5, at 0x0e37bbe0, mask <*>",0.923,48.36,162
88,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied",partial,"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied",0.9828,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied",0.7809,"ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image, No such file or directory",0.7172,49.22,162
89,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied",partial,"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied",0.9858,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied",0.7809,"ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image, No such file or directory",0.7172,49.34,162
90,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied",partial,"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied",0.9881,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied",0.7809,"ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image, No such file or directory",0.7172,49.32,162
91,"ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission denied",partial,"ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied",0.9548,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.7333,"ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied",0.6456,48.84,162
92,"ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission denied",partial,"ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied",0.9666,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.7333,"ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied",0.6456,49.1,162
93,"ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image, No such file or directory",partial,"ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//bandwidth.rts: invalid or missing program image, No such file or directory",0.9098,"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",0.8563,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",0.6841,50.26,162
94,"CE sym 14, at 0x17086be0, mask 0x02",partial,"CE sym 16, at <*> mask <*>",0.9512,"CE sym 6, at <*> mask <*>",0.9173,"CE sym 15, at 0x1bb2fe80, mask <*>",0.9066,48.79,162
95,suppressing further interrupts of same type,exact,suppressing further interrupts of same type,1.0,program interrupt: unimplemented operation..0,0.6003,program interrupt,0.5841,48.41,162
96,"4 ddr errors(s) detected and corrected on rank 0, symbol 13, bit 5",partial,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9543,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9421,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.8481,48.26,162
97,4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,partial,<*> tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,0.9875,<*> tree receiver 1 in re-synch state event(s) (dcr <*> detected over <*> seconds,0.8617,<*> torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over <*> seconds,0.5005,49.56,162
98,"CE sym 23, at 0x1793c560, mask 0x01",partial,CE sym <*> at <*> mask <*>,0.9479,"CE sym 16, at <*> mask <*>",0.9209,"CE sym 6, at <*> mask <*>",0.9206,48.74,162
99,"CE sym 14, at 0x08d4e740, mask 0x01",partial,"CE sym 16, at <*> mask <*>",0.9725,CE sym <*> at <*> mask <*>,0.9272,"CE sym 6, at <*> mask <*>",0.9257,48.01,162
100,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,exact,ciod: generated <*> core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,0.9903,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts,0.837,ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,0.76,49.52,162
101,ciod: generated 58 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,partial,ciod: generated <*> core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,0.9868,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts,0.7999,ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,0.7906,49.11,162
102,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,exact,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.993,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.8874,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8819,50.97,162
103,data cache search parity error detected. attempting to correct,exact,data cache search parity error detected. attempting to correct,1.0,instruction cache parity error corrected,0.6844,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.3225,48.37,162
104,data cache search parity error detected. attempting to correct,exact,data cache search parity error detected. attempting to correct,1.0,instruction cache parity error corrected,0.6844,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.3225,48.32,162
105,data cache search parity error detected. attempting to correct,exact,data cache search parity error detected. attempting to correct,1.0,instruction cache parity error corrected,0.6844,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.3225,48.0,162
106,data cache search parity error detected. attempting to correct,exact,data cache search parity error detected. attempting to correct,1.0,instruction cache parity error corrected,0.6844,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.3225,48.43,162
107,data cache search parity error detected. attempting to correct,exact,data cache search parity error detected. attempting to correct,1.0,instruction cache parity error corrected,0.6844,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.3225,48.46,162
108,data cache search parity error detected. attempting to correct,exact,data cache search parity error detected. attempting to correct,1.0,instruction cache parity error corrected,0.6844,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.3225,48.27,162
109,"CE sym 12, at 0x18e33e80, mask 0x04",partial,"CE sym 16, at <*> mask <*>",0.9603,"CE sym 6, at <*> mask <*>",0.9414,"CE sym 4, at <*> mask <*>",0.9258,49.3,162
110,"CE sym 13, at 0x00f254e0, mask 0x20",partial,"CE sym 6, at <*> mask <*>",0.9488,"CE sym 16, at <*> mask <*>",0.9429,CE sym <*> at <*> mask <*>,0.9413,49.69,162
111,shutdown complete,exact,shutdown complete,1.0,PrepareForService shutting down <*> Action<*> 648,0.3908,wait state enable.................0,0.2952,49.15,162
112,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",exact,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",1.0,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied",0.8942,"ciod: Error loading /home/greeno/raptor.new.dev.3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory",0.823,48.88,162
113,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",exact,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",1.0,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied",0.8942,"ciod: Error loading /home/greeno/raptor.new.dev.3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory",0.823,48.98,162
114,ciod: generated 64 core files for program /home/rfisher/sodscaling/flash2,exact,ciod: generated 64 core files for program /home/rfisher/sodscaling/flash2,1.0,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,0.7233,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,0.6828,48.68,162
115,total of 1 ddr error(s) detected and corrected,exact,total of <*> ddr error(s) detected and corrected,0.991,total of <*> ddr error(s) detected and corrected over <*> seconds,0.9209,total of 23 ddr error(s) detected and corrected,0.9086,48.43,162
